Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
364.0,160.0,21.0,1680.0,6.0,8.0,1972.0,2007.0,510.0,162.0,0.0,321.0,483.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1972.0,1.0,264.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,118000.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
365.0,60.0,70.04995836802665,18800.0,6.0,5.0,1976.0,1976.0,120.0,712.0,0.0,84.0,796.0,790.0,784.0,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,1976.0,2.0,566.0,306.0,111.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,190000.0,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
366.0,70.0,59.0,10690.0,5.0,7.0,1920.0,1997.0,0.0,456.0,0.0,216.0,672.0,672.0,672.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1964.0,1.0,468.0,0.0,128.0,218.0,0.0,0.0,0.0,0.0,7.0,2009.0,147000.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,Fa,Y,WD,Normal
367.0,20.0,70.04995836802665,9500.0,6.0,5.0,1963.0,1963.0,247.0,609.0,0.0,785.0,1394.0,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1963.0,2.0,514.0,0.0,76.0,0.0,0.0,185.0,0.0,0.0,7.0,2009.0,159000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
368.0,80.0,101.0,9150.0,6.0,5.0,1962.0,1962.0,305.0,371.0,0.0,728.0,1099.0,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1962.0,1.0,296.0,64.0,110.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,165000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Basment,RFn,TA,TA,Y,WD,Normal
369.0,20.0,78.0,7800.0,5.0,6.0,1954.0,1954.0,200.0,540.0,0.0,728.0,1268.0,1268.0,0.0,0.0,1268.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,1.0,1954.0,1.0,244.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,132000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
370.0,20.0,70.04995836802665,9830.0,5.0,7.0,1959.0,2006.0,0.0,72.0,258.0,733.0,1063.0,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,1.0,1997.0,2.0,576.0,364.0,17.0,0.0,0.0,182.0,0.0,0.0,3.0,2010.0,162000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Fin,TA,TA,Y,WD,Normal
371.0,60.0,70.04995836802665,8121.0,6.0,5.0,2000.0,2000.0,0.0,0.0,0.0,953.0,953.0,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2000.0,2.0,460.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,172400.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
372.0,50.0,80.0,17120.0,4.0,4.0,1959.0,1959.0,0.0,0.0,0.0,0.0,0.0,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,1.0,1991.0,2.0,680.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,134432.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min2,Gd,Detchd,Fin,TA,TA,N,WD,Normal
373.0,120.0,50.0,7175.0,6.0,5.0,1984.0,1984.0,0.0,623.0,121.0,0.0,744.0,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1984.0,1.0,264.0,353.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,2010.0,125000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
374.0,20.0,79.0,10634.0,5.0,6.0,1953.0,1953.0,0.0,428.0,180.0,0.0,608.0,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1953.0,1.0,270.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,123000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Min2,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
375.0,60.0,65.0,8200.0,7.0,5.0,2003.0,2004.0,0.0,0.0,0.0,847.0,847.0,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2003.0,2.0,434.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,219500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
376.0,30.0,70.04995836802665,10020.0,1.0,1.0,1922.0,1950.0,0.0,350.0,0.0,333.0,683.0,904.0,0.0,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1978.5061638868744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,61000.0,RL,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,Unf,GasA,Gd,N,FuseA,Fa,Maj1,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
377.0,85.0,57.0,8846.0,5.0,5.0,1996.0,1996.0,0.0,298.0,0.0,572.0,870.0,914.0,0.0,0.0,914.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1998.0,2.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,148000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
378.0,60.0,102.0,11143.0,8.0,5.0,2004.0,2005.0,0.0,0.0,0.0,1580.0,1580.0,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,8.0,1.0,2004.0,2.0,610.0,159.0,214.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,340000.0,FV,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
379.0,20.0,88.0,11394.0,9.0,2.0,2010.0,2010.0,350.0,1445.0,0.0,411.0,1856.0,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,2010.0,3.0,834.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,394432.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,New,Partial
380.0,60.0,60.0,8123.0,6.0,5.0,2000.0,2000.0,16.0,0.0,0.0,982.0,982.0,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2000.0,2.0,463.0,100.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,179000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
381.0,50.0,50.0,5000.0,5.0,6.0,1924.0,1950.0,0.0,218.0,0.0,808.0,1026.0,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1924.0,1.0,308.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,5.0,2010.0,127000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
382.0,20.0,60.0,7200.0,7.0,5.0,2006.0,2006.0,0.0,0.0,0.0,1293.0,1293.0,1301.0,0.0,0.0,1301.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,2006.0,2.0,572.0,216.0,121.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,187750.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
383.0,60.0,79.0,9245.0,7.0,5.0,2006.0,2006.0,0.0,0.0,0.0,939.0,939.0,939.0,858.0,0.0,1797.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2006.0,2.0,639.0,144.0,53.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,213500.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
384.0,45.0,60.0,9000.0,6.0,3.0,1928.0,1950.0,0.0,0.0,0.0,784.0,784.0,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1950.0,2.0,360.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,10.0,2009.0,76000.0,RH,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,Fa,N,WD,Normal
385.0,60.0,70.04995836802665,53107.0,6.0,5.0,1992.0,1992.0,0.0,985.0,0.0,595.0,1580.0,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,2.0,1992.0,2.0,501.0,216.0,231.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,240000.0,RL,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,WD,Normal
386.0,120.0,43.0,3182.0,8.0,5.0,2004.0,2005.0,16.0,24.0,0.0,1232.0,1256.0,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2004.0,2.0,430.0,146.0,20.0,0.0,0.0,144.0,0.0,0.0,4.0,2010.0,192000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
387.0,50.0,58.0,8410.0,5.0,3.0,1910.0,1996.0,0.0,0.0,0.0,658.0,658.0,658.0,526.0,0.0,1184.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,0.0,1978.5061638868744,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,81000.0,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,TA,Fa,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,WD,AdjLand
388.0,80.0,72.0,7200.0,6.0,6.0,1976.0,1976.0,255.0,631.0,0.0,410.0,1041.0,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1977.0,1.0,352.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,125000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,WD,Abnorml
389.0,20.0,93.0,9382.0,7.0,5.0,1999.0,2000.0,125.0,0.0,0.0,1468.0,1468.0,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1999.0,2.0,577.0,120.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,191000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
390.0,60.0,96.0,12474.0,10.0,5.0,2007.0,2008.0,272.0,1280.0,0.0,402.0,1682.0,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2008.0,3.0,846.0,196.0,134.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,426000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,BuiltIn,Fin,TA,TA,Y,New,Partial
391.0,50.0,50.0,8405.0,5.0,8.0,1900.0,1950.0,0.0,241.0,391.0,229.0,861.0,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,1978.0,1.0,384.0,0.0,130.0,112.0,0.0,0.0,0.0,0.0,4.0,2008.0,119000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
392.0,60.0,71.0,12209.0,6.0,5.0,2001.0,2002.0,0.0,690.0,0.0,114.0,804.0,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2001.0,2.0,560.0,125.0,192.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,215000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal
393.0,20.0,70.04995836802665,8339.0,5.0,7.0,1959.0,1959.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1959.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,7.0,2007.0,106500.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
394.0,30.0,70.04995836802665,7446.0,4.0,5.0,1941.0,1950.0,0.0,266.0,0.0,522.0,788.0,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,1978.5061638868744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,100000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Abnorml
395.0,50.0,60.0,10134.0,5.0,6.0,1940.0,1950.0,0.0,0.0,0.0,735.0,735.0,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1940.0,1.0,240.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,109000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal
396.0,20.0,68.0,9571.0,5.0,6.0,1956.0,1956.0,0.0,739.0,0.0,405.0,1144.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1956.0,1.0,596.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,129000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
397.0,20.0,60.0,7200.0,5.0,5.0,1972.0,1972.0,0.0,777.0,0.0,117.0,894.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1985.0,2.0,600.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,123000.0,RL,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,RFn,TA,TA,Y,WD,Normal
398.0,60.0,69.0,7590.0,5.0,5.0,1962.0,1962.0,288.0,540.0,0.0,324.0,864.0,876.0,936.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,1962.0,1.0,264.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,169500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
399.0,30.0,60.0,8967.0,5.0,2.0,1920.0,1950.0,0.0,0.0,0.0,961.0,961.0,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1920.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,67000.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,Gd,Detchd,Unf,Po,Po,N,WD,Abnorml
400.0,60.0,65.0,8125.0,7.0,5.0,2006.0,2007.0,100.0,812.0,0.0,280.0,1092.0,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,2007.0,2.0,438.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,241000.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
401.0,120.0,38.0,14963.0,8.0,5.0,1996.0,1996.0,0.0,786.0,0.0,474.0,1260.0,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1996.0,2.0,500.0,120.0,30.0,0.0,0.0,224.0,0.0,0.0,12.0,2008.0,245500.0,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
402.0,20.0,65.0,8767.0,7.0,5.0,2005.0,2005.0,0.0,24.0,0.0,1286.0,1310.0,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2005.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,164990.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
403.0,30.0,60.0,10200.0,5.0,8.0,1940.0,1997.0,0.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1940.0,1.0,240.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,108000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal
404.0,60.0,93.0,12090.0,8.0,5.0,1998.0,1998.0,650.0,0.0,0.0,1141.0,1141.0,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1998.0,2.0,420.0,144.0,123.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,258000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Abnorml
405.0,60.0,70.04995836802665,10364.0,6.0,5.0,1995.0,1996.0,0.0,0.0,0.0,806.0,806.0,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1995.0,2.0,373.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,168000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal
