Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
257.0,60.0,64.0,8791.0,6.0,5.0,2003.0,2003.0,0.0,503.0,0.0,361.0,864.0,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,2003.0,2.0,673.0,216.0,56.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,207500.0,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
258.0,20.0,68.0,8814.0,7.0,5.0,2006.0,2006.0,180.0,1334.0,0.0,270.0,1604.0,1604.0,0.0,0.0,1604.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2006.0,2.0,660.0,123.0,110.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,220000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Abnorml
259.0,60.0,80.0,12435.0,7.0,5.0,2001.0,2001.0,172.0,361.0,0.0,602.0,963.0,963.0,829.0,0.0,1792.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2001.0,2.0,564.0,0.0,96.0,0.0,245.0,0.0,0.0,0.0,5.0,2008.0,231500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
260.0,20.0,70.0,12702.0,5.0,5.0,1956.0,1956.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1956.0,1.0,308.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,97000.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
261.0,80.0,120.0,19296.0,6.0,5.0,1962.0,1962.0,399.0,672.0,690.0,0.0,1362.0,1382.0,0.0,0.0,1382.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1991.0,2.0,884.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,5.0,2009.0,176000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
262.0,60.0,69.0,9588.0,8.0,5.0,2007.0,2007.0,270.0,0.0,0.0,1482.0,1482.0,1482.0,1092.0,0.0,2574.0,0.0,0.0,2.0,1.0,3.0,1.0,10.0,1.0,2007.0,3.0,868.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,276000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,New,Partial
263.0,80.0,88.0,8471.0,6.0,7.0,1977.0,1995.0,46.0,506.0,0.0,0.0,506.0,1212.0,0.0,0.0,1212.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1978.0,2.0,492.0,292.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,151000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
264.0,50.0,50.0,5500.0,5.0,7.0,1929.0,2001.0,0.0,234.0,692.0,0.0,926.0,926.0,0.0,390.0,1316.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1974.0,2.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,130000.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
265.0,30.0,30.0,5232.0,5.0,5.0,1925.0,2004.0,0.0,0.0,0.0,680.0,680.0,764.0,0.0,0.0,764.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1965.0,2.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,73000.0,RM,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,N,FuseP,TA,Typ,Detchd,Unf,TA,TA,N,WD,Normal
266.0,20.0,78.0,12090.0,6.0,6.0,1981.0,1981.0,210.0,588.0,228.0,606.0,1422.0,1422.0,0.0,0.0,1422.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1981.0,2.0,576.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,175500.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
267.0,60.0,70.0,11207.0,6.0,5.0,1997.0,1997.0,0.0,714.0,0.0,88.0,802.0,802.0,709.0,0.0,1511.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,1997.0,2.0,413.0,95.0,75.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,185000.0,RL,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
268.0,75.0,60.0,8400.0,5.0,8.0,1939.0,1997.0,0.0,378.0,0.0,342.0,720.0,1052.0,720.0,420.0,2192.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1939.0,1.0,240.0,262.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,179500.0,RL,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
269.0,30.0,71.0,6900.0,5.0,6.0,1940.0,1955.0,0.0,403.0,125.0,212.0,740.0,778.0,0.0,0.0,778.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1966.0,1.0,924.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,120500.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Fin,Ex,Ex,Y,WD,Normal
270.0,20.0,70.04995836802665,7917.0,6.0,7.0,1976.0,1976.0,174.0,751.0,0.0,392.0,1143.0,1113.0,0.0,0.0,1113.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1987.0,1.0,504.0,370.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,148000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,Gd,Y,WD,Normal
271.0,60.0,84.0,10728.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,1095.0,1095.0,1095.0,844.0,0.0,1939.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2006.0,3.0,1053.0,192.0,51.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,266000.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial
272.0,20.0,73.0,39104.0,7.0,7.0,1954.0,2005.0,0.0,226.0,1063.0,96.0,1385.0,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,2.0,1954.0,2.0,439.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,241500.0,RL,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Flat,Membran,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,TA,Mod,Attchd,Unf,TA,TA,Y,WD,Normal
273.0,60.0,92.0,11764.0,8.0,7.0,1999.0,2007.0,348.0,524.0,0.0,628.0,1152.0,1164.0,1106.0,0.0,2270.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,1999.0,3.0,671.0,132.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,290000.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
274.0,20.0,80.0,9600.0,6.0,6.0,1958.0,1988.0,183.0,620.0,620.0,0.0,1240.0,1632.0,0.0,0.0,1632.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1958.0,1.0,338.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,139000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,TA,Min1,Attchd,RFn,TA,TA,Y,WD,Normal
275.0,20.0,76.0,8314.0,5.0,7.0,1982.0,1982.0,0.0,546.0,0.0,270.0,816.0,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1982.0,1.0,264.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,124500.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,ImStucc,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
276.0,50.0,55.0,7264.0,7.0,7.0,1925.0,2007.0,0.0,0.0,0.0,952.0,952.0,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,0.0,1978.0,2.0,672.0,74.0,0.0,0.0,0.0,144.0,0.0,0.0,10.0,2009.0,205000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,N,SBrkr,Ex,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
277.0,20.0,129.0,9196.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,1560.0,1560.0,1560.0,0.0,0.0,1560.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,2003.0,2.0,573.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,201000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
278.0,20.0,140.0,19138.0,4.0,5.0,1951.0,1951.0,0.0,120.0,0.0,744.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1951.0,2.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,141000.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
279.0,20.0,107.0,14450.0,9.0,5.0,2006.0,2007.0,315.0,0.0,0.0,2121.0,2121.0,2121.0,0.0,0.0,2121.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2007.0,3.0,732.0,124.0,98.0,0.0,0.0,142.0,0.0,0.0,5.0,2007.0,415298.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial
280.0,60.0,83.0,10005.0,7.0,5.0,1977.0,1977.0,299.0,392.0,0.0,768.0,1160.0,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1977.0,2.0,505.0,288.0,117.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,192000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
281.0,60.0,82.0,11287.0,7.0,6.0,1989.0,1989.0,340.0,421.0,0.0,386.0,807.0,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1989.0,2.0,575.0,0.0,84.0,0.0,196.0,0.0,0.0,0.0,1.0,2007.0,228500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
282.0,20.0,60.0,7200.0,6.0,5.0,2006.0,2006.0,68.0,905.0,0.0,357.0,1262.0,1262.0,0.0,0.0,1262.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,2006.0,2.0,572.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,185000.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial
283.0,120.0,34.0,5063.0,7.0,5.0,2007.0,2008.0,166.0,904.0,0.0,410.0,1314.0,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2008.0,2.0,626.0,172.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,207500.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,ConLw,Normal
284.0,20.0,74.0,9612.0,8.0,5.0,2008.0,2009.0,72.0,0.0,0.0,1468.0,1468.0,1468.0,0.0,0.0,1468.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2008.0,3.0,898.0,210.0,150.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,244600.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial
285.0,120.0,50.0,8012.0,6.0,5.0,1992.0,1992.0,0.0,430.0,0.0,1145.0,1575.0,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,1992.0,2.0,529.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,7.0,2007.0,179200.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
286.0,160.0,35.0,4251.0,7.0,5.0,2006.0,2007.0,0.0,0.0,0.0,625.0,625.0,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0,2006.0,2.0,528.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,164700.0,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,New,Partial
287.0,50.0,77.0,9786.0,6.0,7.0,1962.0,1981.0,0.0,600.0,0.0,312.0,912.0,1085.0,649.0,0.0,1734.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,1.0,1962.0,2.0,440.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,6.0,2006.0,159000.0,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
288.0,20.0,70.04995836802665,8125.0,4.0,4.0,1971.0,1971.0,0.0,614.0,0.0,244.0,858.0,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1978.5061638868744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,88000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
289.0,20.0,70.04995836802665,9819.0,5.0,5.0,1967.0,1967.0,31.0,450.0,0.0,432.0,882.0,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1970.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,122000.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
290.0,70.0,60.0,8730.0,6.0,7.0,1915.0,2003.0,0.0,0.0,0.0,698.0,698.0,698.0,698.0,0.0,1396.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,2003.0,1.0,384.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,7.0,2007.0,153575.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
291.0,60.0,120.0,15611.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,1079.0,1079.0,1079.0,840.0,0.0,1919.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2006.0,2.0,685.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,233230.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,Gd,TA,Y,New,Partial
292.0,190.0,55.0,5687.0,5.0,6.0,1912.0,2000.0,0.0,210.0,0.0,570.0,780.0,936.0,780.0,0.0,1716.0,1.0,0.0,2.0,0.0,6.0,1.0,9.0,0.0,1978.5061638868744,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,135900.0,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,Gable,CompShg,VinylSd,VinylSd,TA,Fa,PConc,TA,Fa,No,Rec,Unf,GasA,Ex,N,SBrkr,Fa,Typ,Attchd,Unf,TA,TA,N,WD,Normal
293.0,50.0,60.0,11409.0,5.0,4.0,1949.0,2008.0,0.0,292.0,0.0,476.0,768.0,1148.0,568.0,0.0,1716.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,1.0,1949.0,1.0,281.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,1.0,2009.0,131000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Attchd,Unf,TA,TA,Y,WD,Normal
294.0,60.0,70.04995836802665,16659.0,7.0,7.0,1977.0,1994.0,34.0,795.0,0.0,0.0,795.0,1468.0,795.0,0.0,2263.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,1977.0,2.0,539.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,235000.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
295.0,20.0,80.0,9600.0,6.0,5.0,1953.0,1953.0,238.0,1285.0,0.0,131.0,1416.0,1644.0,0.0,0.0,1644.0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,2.0,1953.0,2.0,418.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,167000.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
296.0,80.0,37.0,7937.0,6.0,6.0,1984.0,1984.0,0.0,819.0,0.0,184.0,1003.0,1003.0,0.0,0.0,1003.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1984.0,2.0,588.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,142500.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
297.0,50.0,75.0,13710.0,5.0,5.0,1950.0,1950.0,0.0,420.0,0.0,490.0,910.0,910.0,648.0,0.0,1558.0,0.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,1950.0,1.0,282.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,152000.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
298.0,60.0,66.0,7399.0,7.0,5.0,1997.0,1998.0,1600.0,649.0,0.0,326.0,975.0,975.0,975.0,0.0,1950.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1997.0,2.0,576.0,0.0,10.0,0.0,0.0,198.0,0.0,0.0,6.0,2007.0,239000.0,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,WD,Normal
